Auction ID,Bank/Organisation Name,City/District/Location,Auction Date,Reserve Price,Source
U74900MH2006PTC161680,AJS IMPEX PRIVATE LIMITED,"Mumbai, Ahmedabad and Bhavnagar",21-08-2025,"26,37,43,529",IBBI
U85194KL2013PTC035127,RAIHAN HEALTHCARE PRIVATE LIMITED,"Near Door No 1/338 of Erattupetta Municipality Close to KSEB pole No E/ EP 49/6 & 49/4A Re survey no 9/3, Erattupetta Village Edathumkunnu Road, Kaduvamoozhi Erattupetta - 686 121, Kottayam Dist.",20-08-2025,"3,06,90,000",IBBI
U74999MH2008PTC187325,SNNEHA NATURAL WORLD PRIVATE LIMITED,"Plot No. 1-B , Village-Yadrav, Gut No. 50,51,52 and 53, Parvati Co- Operative Industrial Estate, Sector-I, Phase- III, Taluka-Shirol, District- Kolhapur, within the local limits of Shirol",11-08-2025,"4,63,00,000",IBBI
U40101AS2008PTC008829,AGNIPA ENERGO PRIVATE LIMITED,"Village- Laugon, Mouza- Hastinagar, Near Pahumara Irrigation Scheme, Dist- Baksa, BTAD, Assam Dag No.: 289 & 33",18-08-2025,"17,47,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Mangaluru, Udupi, Villuupuram, Panruti",31-07-2025,"14,77,00,000",IBBI
U18109KA1999PLC025423,KANVA FASHIONS LIMITED,"Sy No. 200 Neelakantapuram village, Madakasira mandal, Ananthapura dist. Andhra Pradesh",06-08-2025,"2,85,30,000",IBBI
U18109KA1999PLC025423,KANVA FASHIONS LIMITED,"Sy No. 200 Neelakantapuram village, Madakasira mandal, Ananthapura dist. Andhra Pradesh.",06-08-2025,"12,00,000",IBBI
U18109KA1999PLC025423,KANVA FASHIONS LIMITED,"Sy No. 200 Neelakantapuram village, Madakasira mandal, Ananthapura dist. Andhra Pradesh.",06-08-2025,"2,73,30,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Udupi Taluk , Karnataka",01-08-2025,"2,24,00,000",IBBI
U63090DL2004PTC123819,MAPLE LOGISTICS PRIVATE LIMITED,wardha and raigarh,16-08-2025,"79,60,203",IBBI
U40101AS2008PTC008829,AGNIPA ENERGO PRIVATE LIMITED,"Village- Laugon, Mouza- Hastinagar, Near Pahumara Irrigation Scheme, Dist- Baksa, BTAD, Assam Dag No.:289 @33.",18-08-2025,"2,10,00,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Mangaluru, Udupi, Villuupuram, Panruti",31-07-2025,"14,77,00,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Villupuram, Tamil Nadu",01-08-2025,"75,00,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Mangaluru, Udupi, Villuupuram, Panruti",31-07-2025,"7,43,00,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Udupi Taluk, Karnataka",01-08-2025,"42,00,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Udupi Taluk, Karnataka",01-08-2025,"2,66,00,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Panruti, Cuddalore District Tamil Nadu",01-08-2025,"36,00,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Shakti Nagar, Mangaluru, Karnataka",01-08-2025,"66,00,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Bramhawar, Udupi",31-07-2025,"3,06,00,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Karkala, Karnataka",31-07-2025,"93,00,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Bangra kuloor, Mangaluru",31-07-2025,"2,48,00,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,Mangalore and Udupi,31-07-2025,"6,62,00,000",IBBI
U51229TN2005PTC058063,RELIABLE CASHEW COMPANY PRIVATE LIMITED,"Mangaluru, Karnataka",31-07-2025,"1,17,00,000",IBBI
U51398MH1993PTC074600,Auro Gold Jewellery Private Limited,Mumbai and Surat,14-08-2025,"2,68,75,500",IBBI
U21011TG1979PLC002475,IMPACT METALS LIMITED,"SY NO: 296/7/4, IDA BOLLARAM BOLLARAM, JINNARAM MANDAL , BOLLARAM, Telangana, India - 502325",08-08-2025,"1,35,06,750",IBBI
U27310MH2010PTC209729,VINDHYAVASINI ISPAT INDUSTRIES PRIVATE LIMITED,"Location: Survey Nos -233, 234, 235, 236,240, 241, 242, village -Mangathane and 24 of Village Vardha Taluka- wada, Dist. Palghar Admeasuring 49,680 SQMT",14-08-2025,"7,02,69,475",IBBI
U15312PB2012PTC036748,Golden Agrarian Private Limited,"Ludhiana, Punjab",01-08-2025,"1,14,92,000",IBBI
U27310MH2010PTC209729,VINDHYAVASINI ISPAT INDUSTRIES PRIVATE LIMITED,"Industrial Land: Industrial Land Admeasuring 49,680 SQMT situated at Survey Nos -233, 234, 235, 236,240, 241, 242, village -Mangathane and 24 of Village Vardha Taluka- wada, Dist. Palghar",14-08-2025,"6,61,02,500",IBBI
U74899DL1990PTC040591,Rajat Wires Private Ltd.,Faridabad Haryana and Taloja Mumbai,15-07-2025,"41,81,09,000",IBBI
U74899DL1990PTC040591,Rajat Wires Private Ltd.,Taloja Mumbai,15-07-2025,"1,61,75,000",IBBI
U27310MH2010PTC209729,VINDHYAVASINI ISPAT INDUSTRIES PRIVATE LIMITED,"Survey Nos -233, 234, 235, 236,240, 241, 242, village -Mangathane, and 24 of Village Vardha Taluka- wada, Dist. Palghar., Maharashtra.",14-08-2025,"41,66,975",IBBI
U74899DL1990PTC040591,Rajat Wires Private Ltd.,Faridabad Haryana and Taloja Mumbai,15-07-2025,"41,81,09,000",IBBI
U27310MH2010PTC209729,VINDHYAVASINI ISPAT INDUSTRIES PRIVATE LIMITED,"Survey Nos -233, 234, 235, 236,240, 241, 242, village -Mangathane, and 24 of Village Vardha Taluka- wada, Dist. Palghar., Maharashtra.",14-08-2025,"41,66,975",IBBI
U51909DL2007PLC168784,SSMP INDUSTRIES LTD,"Registered office: K-336, Sarita Vihar, New Delhi, Delhi - 110076 Location of land at Chittoor, Andhra Pradesh, Other Movable assets and trademark",25-07-2025,"6,68,00,000",IBBI
L15490GJ1993PLC019895,ANIL LIMITED,Online- https://baanknet.com/,04-08-2025,"93,00,000",IBBI
U01403TG2007PLC054391,G S Biotech Limited,"Corporate debtor as a whole (as a going concern basis). 2138 acres of land in 41 villages of Adilabad, Komarambhem & Asifabad dist of Telangana State & 190 acres of land in 2 villages of Nanded dist of Maharastrastate. (please referto e-auciton process document & VDR for complete details)",29-07-2025,"47,07,00,000",IBBI
U23203TG2000PLC033782,SAGAR INFRA RAIL INTERNATIONAL LIMITED,"Plot no. 532 & 533/ MIGH-II of Sai Ramana Towers, Situated at KPHB Colony, Kukatpally Village and Municipality, Balanagar Mandal, Ranga Reddy District,Telangana",25-07-2025,"77,38,300",IBBI
U24249WB2007PTC117196,EPITOME PETROCHEMICAL PRIVATE LIMITED,"Ranipool, Sikkim",11-08-2025,"6,50,00,000",IBBI
U34999PN1998PLC012981,M.P. Enterprises and Associates  Ltd.,"Pune Bhiwandi Raigarh Mankoli , Bangalore",30-07-2025,"4,31,89,000",IBBI
U74900WB2014PTC204686,Dev R Nil Design Private Limited,"Location of assets: (a) 29B, Pitambar Ghatak Lane, Chetla, Kolkata, W.B.- 700027 (b) 144, Remount Road, Kolkata, W.B.- 700027",08-08-2025,"46,79,984.00",IBBI
L61200GJ1985PLC007730,ABG SHIPYARD LTD,"Ahemdabad, Gujarat",25-07-2025,"1,89,000",IBBI
U51909MH2000PTC128712,LOYAL MOTORS PRIVATE LIMITED,Mumbai,11-08-2025,"4,57,40,000",IBBI
U99999MH1998PTC113282,LOYAL AUTO GLOBE PRIVATE LIMITED,"Mumbai, Navi Mumbai",11-08-2025,"6,56,85,000",IBBI
U45400TN2013PTC090982,Landmark Housing Projects Chennai Private Limited,"Sholinganallur – 1 Village, Sholinganallur Taluk, Chennai District, within the Sub-Registration District of Neelankarai, and the Registration District of Chennai South, Tamil Nadu",12-08-2025,"1,92,33,00,000",IBBI
U45201WB1988PTC045417,REACON ENGINEERS (INDIA) PVT LTD,"BLOCK - C, ALL THAT ‘piece & and parcel’ Land area measuring about 1.83 Hectare of land (more or less) situated at bearing Survey No. 33, 34,35,36,38 & 39, at Village: Dundas Point under Ferrar Gunj Tehsil in the District of South Andaman.",30-07-2025,"1,65,80,000",IBBI
U40101TG1997PLC037013,M/s KONASEEMA GAS POWER LIMITED,"RAVULAPALEM, Dr. B.R. AMBEDKAR KONASEEMA DT. (FORMER EAST GODAVARI DT), A.P.",31-07-2025,"2,27,61,00,000",IBBI
U40101TG1997PLC037013,M/s KONASEEMA GAS POWER LIMITED,"RAVULAPALEM, Dr. B.R. AMBEDKAR KONASEEMA DT. (FORMER EAST GODAVARI DT), A.P.",31-07-2025,"9,45,00,000",IBBI
U45201WB1988PTC045417,REACON ENGINEERS (INDIA) PVT LTD,"BLOCK - A, Major assets of the CD is the EPC contractor and major fixed asset plant & machinery are located at; 1)ALL THAT ‘piece & and parcel’ Leasehold Land area measuring about 5 Acers of land (more or less) at Plot No. 3 (P), Khaitan No. - 27, JL No. 48, Mouza-Hetedoba, PS- Faridpur, Post Office – Durgapur 4, Dist: Sub Registry Office – Durgapur, Dist; Burdwan, West Bengal 2) ALL THAT ‘piece & and parcel’ Land area measuring about 1.83 Hectare of land (more or less) situated at bearing Survey No. 33, 34,35,36,38 & 39, at Village: Dundas Point under Ferrar Gunj Tehasil in the District of South Andaman. 3) Plant Machinery at the Delhi: -ESIC Hospital, Maa Anand Mai Marg, Okhla Industrial Area, Phase-1, New Delhi -110020. Kolkata Office 124 B Lenin Sarani, Kolkata -700013. 4) Securities & Financial Assets (excluding the cash & cash equivalent and amount receivable under Vivaad Se Vishwas from MES).",29-07-2025,"5,69,00,000",IBBI
U52609TN2017PTC116518,Saravana Gold Palace Private Limited,"OMR, Sholinganallur, Chennai",21-07-2025,"7,07,500",IBBI
U45201WB1988PTC045417,REACON ENGINEERS (INDIA) PVT LTD,"BLOCK - B, ALL THAT ‘piece & and parcel’ Leasehold Land area measuring about 5 Acers of land (more or less) at Plot No. 3 (P), Khaitan No. - 27, JL No. 48, Mouza- Hetedoba, PS- Faridpur, Post Office – Durgapur 4, Dist: Sub Registry Office – Durgapur, Dist; Burdwan, West Bengal",30-07-2025,"3,96,00,000",IBBI
U24249WB2007PTC117196,EPITOME PETROCHEMICAL PRIVATE LIMITED,"Ranipool, Sikkim",11-08-2025,"6,50,00,000",IBBI
U45201WB1988PTC045417,REACON ENGINEERS (INDIA) PVT LTD,"BLOCK - D, Plant Machinery at the Delhi: -ESIC Hospital, Maa Anand Mai Marg, Okhla Industrial Area, Phase-1, New Delhi -110020. Kolkata Office 124 B Lenin Sarani, Kolkata -700013.",30-07-2025,"7,20,000",IBBI
U51497UP2002PTC026476,Rotomac Exports Private Limited,"Vipul World Project – Ferozpur Rd, Ludhiana, Punjab 141012",28-07-2025,"1,70,00,000",IBBI
U31109GJ1986PTC038908,TUDOR INDIA PRIVATE LIMITED,Computers and Laptop at Ahmedabad and Car at Bangalore,01-08-2025,"4,80,458.50",IBBI
U17301PB2007PTC030900,RAMA KRISHNA KNITTERS PRIVATE LIMITED,"Village Nurpur Bet, Hambran Ladowal Road, Near T.V. Centre Building, Ludhiana",21-07-2025,"99,000",IBBI
U74899DL1956PTC002640,Reliable Finance Corpn Private Limited,Delhi,01-08-2025,"2,62,65,179.31",IBBI
U45200BR1974SGC001146,Bihar State Construction Corporation Limited,"Bihar , JHarkhand",30-07-2025,"23,00,000",IBBI
U52609MH2010PTC241562,Virgo Home Deziner Private Limited,"Creaticity (Ishaniya) Mall, Pune",21-07-2025,"7,80,000",IBBI
U45400WB2011PLC162615,ABHIJEET TOLL ROAD (KARNATAKA) LIMITED,"Mouje Zaap of Sudhagad Taluka, Sub- District- Pali, District-Raigad, Maharastra.",01-08-2025,"2,00,000",IBBI
L45200MH1995PLC090760,Pratibha Industries Limited,"Vashi, Navi Mumbai",08-08-2025,"4,39,83,000",IBBI
U27106TN2007PTC062685,R.V. STEELS AND POWER PRIVATE LIMITED,"Kannanthangal/Vadagal - C Village, Sriperumbudur Taluk, Kancheepuram District",01-08-2025,"86,63,400",IBBI
L14200WB1994PLC104573,REI AGRO LIMITED,"IMT Bawal, Haryana 123501",07-08-2025,"1,61,79,62,342",IBBI
U30007KA1987PLC023168,BASE CORPORATION LIMITED,"Solan, Himachal Pradesh",04-08-2025,"67,57,75,752.43",IBBI
U74899DL1956PTC002640,Reliable Finance Corpn Private Limited,Delhi,01-08-2025,"16,81,57,910.00",IBBI
U74899DL1956PTC002640,Reliable Finance Corpn Private Limited,Delhi,01-08-2025,"2,97,57,706.32",IBBI
U74899DL1956PTC002640,Reliable Finance Corpn Private Limited,Delhi,01-08-2025,"3,14,49,271.68",IBBI
U74899DL1956PTC002640,Reliable Finance Corpn Private Limited,Delhi,01-08-2025,"3,84,22,128.71",IBBI
U17120MH2004PLC147378,TEXORANGE CORPORATION LIMITED,"1. Industrial Factory Shed on Plot No. 49, Gat. No. 423, Malegaon Industries Co. Op. Estate Ltd. Malegaon, Dist Nashik, Opp Kirti Tiles Factory, Near Gayatri Crane Service, Near Hotel Ambika, Off Mumbai - Agra National Highway, Chalisgaon Fata, At Mouje Sayane Bk, Tal. Malegaon, Dist. Nashik – 423203. 2. Industrial Factory Shed on Plot No. 71, Gat. No. 423, Malegaon Industries Co. Op. Estate Ltd. Malegaon, Dist Nashik, Opp Kirti Tiles Factory, Near Gayatri Crane Service, Near Hotel Ambika, Off Mumbai - Agra National Highway, Chalisgaon Fata, At Mouje Sayane Bk, Tal. Malegaon, Dist. Nashik – 423203",30-07-2025,"68,40,000",IBBI
U45200MH2008PTC183061,ZAVERI CONSTRUCTIONS PRIVATE LIMITED,Mumbai,02-08-2025,"2,18,70,000",IBBI
U51101DL2007PTC171871,Global Infonet Distribution Pvt Ltd,"Custom Bonded Warehouse , Chennai",22-07-2025,"51,03,000",IBBI
U17290GJ2005PTC046386,DNB IMPEX PRIVATE LIMITED,"All the piece and parcel of land & building situated at Plot No.18/A/B/C, Block No. 205 & 219, Saheli Industrial Estate, Vill: Karanj, Tal: Mandvi Surat.",08-08-2025,"1,18,10,000",IBBI
U93000PN2013PTC147256,ARCHIS ENTERPRISES (INDIA) PRIVATE LIMITED,"Plot No 5, Opposite Cadbury (I) Limited, Pansare Vas , Induri, Dist Pune – 410507",24-07-2025,"13,76,000",IBBI
U45200BR1974SGC001146,Bihar State Construction Corporation Limited,Bihar & Jharkhand,30-07-2025,"23,00,000",IBBI
U74899DL1991PTC044879,Stan Autos Private Limited,Ludhiana,28-07-2025,0,IBBI
U74899DL1991PTC044879,Stan Autos Private Limited,"Sherpur Chownk, Ludhiana",24-07-2025,"12,15,000.00",IBBI
U17290GJ2005PTC046386,DNB IMPEX PRIVATE LIMITED,"RESIDENTIAL FLAT situated at Flat No. 301 at Kedar Kunj Society, Adajan, Surat-395009.",08-08-2025,"13,50,000",IBBI
U17290GJ2005PTC046386,DNB IMPEX PRIVATE LIMITED,"RESIDENTIAL FLAT situated at Flat No. 401 at Kedar Kunj Society, Adajan, Surat-395009.",08-08-2025,"13,50,000",IBBI
U17290GJ2005PTC046386,DNB IMPEX PRIVATE LIMITED,"RESIDENTIAL FLAT situated at Flat No. 304 at Kedar Kunj Society, Adajan, Surat-395009.",08-08-2025,"13,50,000",IBBI
U17290GJ2005PTC046386,DNB IMPEX PRIVATE LIMITED,"Plant & Machinery lying at Plot No.18/A/B/C, Block No. 205 & 219, Saheli Industrial Estate, Vill: Karanj,Tal:Mandvi Surat",08-08-2025,"4,14,000",IBBI
U17290GJ2005PTC046386,DNB IMPEX PRIVATE LIMITED,"RESIDENTIAL FLAT situated at Flat No. 101 at Kedar Kunj Society, Adajan, Surat-395009.",08-08-2025,"13,50,000",IBBI
U45201DL2006PTC145665,AVINASH EM PROJECTS PRIVATE LIMITED,"VILLAGE RAKBA, ABBASPUR TEHSIL, DISTRICT SONIPAT, HARYANA -131027.",22-07-2025,"1,35,540",IBBI
U26933AP2010PTC117739,KARUTURI CERMICS PRIVATE LIMITED,"23-16-44, Jaigopal Bhavan Haripuram, Rajahmundry, East Godavari, Andhra Pradesh, PIN – 533105 IN",24-07-2025,"6,11,71,875",IBBI
L24232DL1992PLC227186,Surya Pharmaceutical Ltd,Samba (Jammu),05-08-2025,"51,71,00,000",IBBI
L24232DL1992PLC227186,Surya Pharmaceutical Ltd,Samba (Jammu),05-08-2025,"44,86,00,000",IBBI
L24232DL1992PLC227186,Surya Pharmaceutical Ltd,Samba (Jammu),05-08-2025,"96,57,00,000",IBBI
U45209AS2013PTC011550,Sree Bajrang Infracon Private Limited,"Guwahati, Assam",21-07-2025,"42,98,814",IBBI
U17111TZ1993PTC004283,SHREE VAISHNO DEVI MILLS PRIVATE LIMITED,"Survey No. 790/2, Karamadai to Sirumugai Road, Jadayampalayam Village, Mettupalayam Taluk & Coimbatore District – 641302.",04-08-2025,"23,42,000",IBBI
U35111GA1991PTC001139,PINKY SHIPYARD PRIVATE LIMITED,"Survey No. 153/1, known as ‘Sapal’ Village Chicalim, Taluka - Mormugao, South Goa- 403711. Admeasuring of 1,39,170 sq. mts., (As per the survey records the area is 1,13,775 sq. mts., the difference eroded under the water).",28-07-2025,"3,24,82,340",IBBI
U36911TN2006PTC058595,Kanishk Gold Private Limited,"All the pieces and parcels of vacant land admeasuring 1 acre and 48 cents comprised in Old Survey No.41, New Survey No.41/1, situated at Kolappancheri Village in Poonamalle Taluk, Thiruvallur District",19-07-2025,"1,22,91,679",IBBI
U63090MH2001PTC133857,Protocol Marine Services Private Limited,"Mumbai, Maharashtra",04-08-2025,"10,00,00,000",IBBI
L74899DL1988PLC033314,Punj Lloyd Limited,"Mehasana, Gujarat",25-07-2025,"81,00,000",IBBI
U63040RJ2001PTC017067,YASHKIRTI TOURS AND TRAVELS PRIVATE LIMITED,"A/202, 2nd Floor, Nandalaya Residency, b/s. Gokuldham Row House, Bhatpore Gam, Surat, Gujarat -394510.",29-07-2025,"9,38,588",IBBI
U51909TN2005PTC057742,RA Samy Trading P ltd,"Ranganathan Street, T. Nagar, Chennai 600 017",02-08-2025,"34,65,63,500",IBBI
L74899DL1988PLC033314,Punj Lloyd Limited,India and Abroad,24-07-2025,"3,08,00,00,000",IBBI
L74899DL1988PLC033314,Punj Lloyd Limited,India and Abroad,25-07-2025,"1,59,00,00,000",IBBI
L74899DL1988PLC033314,Punj Lloyd Limited,"Sidhudurg,Maharashtra",25-07-2025,"10,20,00,000",IBBI
L74899DL1988PLC033314,Punj Lloyd Limited,"Mehasana, Gujarat",25-07-2025,"81,00,000",IBBI
L74899DL1988PLC033314,Punj Lloyd Limited,Chhattisgarh,25-07-2025,"24,00,00,000",IBBI
U45200KL2011PTC028812,Asten Realtors Private Limited,Ernakulam,17-07-2025,"11,507",IBBI
U45200KL2011PTC028812,Asten Realtors Private Limited,Ernakulam,17-07-2025,"11,507",IBBI
U17222MH2012PTC263871,Shivani Trendz Private Limited,"Block A - Plot No.: 4R, S. No.: 128, Block No.: 85, Paikee & 4, 24, 25, 26, 27, R. S. No.: 129 & 130, Block No.: 84, Navapada Road, Mota Borasara, Mangrog, Surat. Block B - 318, Highfield Ascot, VIP Road, opp. Palm Avenue, Vesu, Surat, Gujarat 395 007.",28-07-2025,"4,26,00,000",IBBI
U45200KL2011PTC028812,Asten Realtors Private Limited,Ernakulam,17-07-2025,"18,163",IBBI
U45200KL2011PTC028812,Asten Realtors Private Limited,Ernakulam,17-07-2025,"11,845",IBBI
U45200KL2011PTC028812,Asten Realtors Private Limited,Ernakulam,17-07-2025,"25,496",IBBI
U45400MH2008PTC180113,VASTU LAND REALTORS PRIVATE LIMITED,"8 Plots located at “Crystal - I” layout situated at Kh. No. 60/1 Ph No. 48/A Mouza ladgaon, Tehsil Hingna, Nagpur",21-07-2025,"12,80,007",IBBI
U45400MH2008PTC180113,VASTU LAND REALTORS PRIVATE LIMITED,"16 Plots located at “ICON” layout situated at Kh.No. 3,4, Ph No. 81, Mouza Vathoda (Hingna), Tehsil, Nagpur (Gramin).",21-07-2025,"34,81,568",IBBI
U45400MH2008PTC180113,VASTU LAND REALTORS PRIVATE LIMITED,"19 Plots located at “Orchid - 3” layout situated at Kh. No. 50/2,50/3,(1),50/3(2), Ph. No. 69, Khadki, Tehsil Hingna, Nagpur",21-07-2025,"38,74,271",IBBI
U45400MH2008PTC180113,VASTU LAND REALTORS PRIVATE LIMITED,"21 Plots located at “Fortune” layout situated at Kh. No. 5/1,5/2,26/1,2 Ph. No. 13 Mouza Bendoli, Tehsil Umred, Nagpur.",21-07-2025,"19,95,770",IBBI
U45400MH2008PTC180113,VASTU LAND REALTORS PRIVATE LIMITED,"7 Plots located at “Orchid - 2” layout situated at Kh. No. 104/1, 104/3, Ph. No. 69, Khadki, Tehsil Hingna, Nagpur",21-07-2025,"13,69,427",IBBI
U45200KL2011PTC028812,Asten Realtors Private Limited,Ernakulam,17-07-2025,"5,31,525",IBBI
U45400MH2008PTC180113,VASTU LAND REALTORS PRIVATE LIMITED,"20 Plots located at “Orchid - 1” layout situated at Kh. No. 50/4,5 Ph No 69, Khadki, Tehsil Hingna, Nagpur.",21-07-2025,"27,19,753",IBBI
U45200KL2011PTC028812,Asten Realtors Private Limited,Ernakulam,17-07-2025,"8,032",IBBI
U45200KL2011PTC028812,Asten Realtors Private Limited,Ernakulam,17-07-2025,"16,087",IBBI
U45400MH2008PTC180113,VASTU LAND REALTORS PRIVATE LIMITED,"20 Plots located at “Orchid - 1” layout situated at Kh. No. 50/4,5 Ph No 69, Khadki, Tehsil Hingna, Nagpur.",21-07-2025,"27,19,753",IBBI
U45202PN2008PTC143307,Pandhe Infracons Private Limited,"Shelu, Damat, Raigad",25-07-2025,"26,50,000",IBBI
U74210DL1981PLC234183,TECPRO INFRA PROJECTS LIMITED,Chennai,29-07-2025,"2,77,83,000",IBBI
U45400TN2012PTC084362,HALLMARK LIVING SPACE PRIVATE LIMITED,"Site address: ""Hallmark Emerald” Chettipunniyam, GST Road, Opp. To Mahindra World City (Next to RTO office) Chengalpattu-603002.",28-07-2025,"65,00,00,000",IBBI
U18202MH2012PTC229892,VYVA APPARELS (INDIA) PRIVATE LIMITED,"Godown- Gala Nos. 103 to 107, 1st Floor, Building No. E-7 Krishna Complex, Harihar Compound, Mankoli Near Shree Mahadevi Aai Mandir Anjurphata Road, Dapode, Bhiwandi. Taluka: Bhiwandi & District: Thane – 421 302 Maharashtra",25-07-2025,"1,54,00,000",IBBI
U18202MH2012PTC229892,VYVA APPARELS (INDIA) PRIVATE LIMITED,"Furniture and Fixtures - Plot No. 2, Survey No. 135 (part), Survey No. 135 (part), 166A/1 (part), Near Diamond Foodway Mumbai Agra Road, Asangaon, Taluka: Sahapur, District: Thane -421 601 Maharashtra",25-07-2025,"15,00,000",IBBI
U45202PN2008PTC143307,Pandhe Infracons Private Limited,"Shelu, Damat, Raigad",25-07-2025,"18,60,000",IBBI
U45202PN2008PTC143307,Pandhe Infracons Private Limited,"Shelu, Damat, Raigad",25-07-2025,"51,00,000",IBBI
U45202PN2008PTC143307,Pandhe Infracons Private Limited,"Shelu, Damat, Raigad",25-07-2025,"67,00,000",IBBI
U01100MH2008PTC187995,RNP MARKETING AND CARGO PRIVATE LIMITED,MUMBAI,21-07-2025,"1,23,67,486",IBBI
U45202PN2008PTC143307,Pandhe Infracons Private Limited,"Shelu, Damat, Raigad",25-07-2025,"90,00,000",IBBI
U45202PN2008PTC143307,Pandhe Infracons Private Limited,"Shelu, Damat, Raigad",25-07-2025,"1,00,00,000",IBBI
U52100HR2011PTC043937,SPGGLOBAL DISTRIBUTION PRIVATE LIMITED,"B363,364 and 365 NIT Nehru Ground FARIDABAD, HARYANA-121001",29-07-2025,"59,78,000",IBBI
U51909MH2006PTC164429,Firestar Diamond International Private Limited,Surat,02-08-2025,0,IBBI
U90000GJ2010PLC059257,SORT INDIA ENVIRO SOLUTIONS LIMITED,Vadodara Gujarat,25-07-2025,"7,97,00,000",IBBI
U45202PN2008PTC143307,Pandhe Infracons Private Limited,"Shelu, Damat, Raigad",25-07-2025,"1,23,00,000",IBBI
L15140UP1989PLC011396,JVL Agro Industries Limited,"Village Dalma, Kamalpur, Pub-Par Mouza, District- Kamrup, Assam; Diamond Prestige Building, A J C Bose Road, Kolkata; Varanasi, Uttar Pradesh",28-07-2025,"14,49,33,400",IBBI
U29269GJ2009PTC058708,INTELLIGENT TEXTILE ENGINEERS PRIVATE LIMITED,"Narol, Ahmedabad",08-07-2025,0,IBBI
U45202PN2008PTC143307,Pandhe Infracons Private Limited,Not Applicable,25-07-2025,"3,96,00,000",IBBI
U45202PN2008PTC143307,Pandhe Infracons Private Limited,"Shelu, Damat, Raigad",25-07-2025,"2,95,00,000",IBBI
U01100MH2008PTC187995,RNP MARKETING AND CARGO PRIVATE LIMITED,"Survey No. 9,11,30/2 and 32/02 at Village Shirsatwadi, Near MNS Office, Taluka Shirala, District Sangli -415405",21-07-2025,"1,23,67,485",IBBI
U45202PN2008PTC143307,Pandhe Infracons Private Limited,"Shelu, Damat, Raigad",25-07-2025,"2,20,00,000",IBBI
U45202PN2008PTC143307,Pandhe Infracons Private Limited,"Shelu, Damat, Raigad",25-07-2025,"1,01,00,000",IBBI
U45400WB2008PTC131298,GLAZE INFRASTRUCTURE PRIVATE LIMITED,AT MAHESHTALA FACTORY OF THE GLAZE INFRASTRUCTURE PRIVATE LIMITED,23-07-2025,"7,60,00,000",IBBI
U74999WB1999PTC089886,Glory Furnishers Private Limited,"Taldanga Saw Mills G T Road, P O Chinsurah Dist, Hooghly, West Bengal, India, 712101 and At :Municipal Holding No: 62/6, G.T. Road, Mouza-Uttarpara, J.L. No. 12, P.S.-Uttarpara, Ward No-17, under Uttarpara-Kotrung Municipality, Hooghly, 712258.",28-07-2025,"2,50,00,000",IBBI
U74999TG2021PTC147740,URBAN FARMART INDIA PRIVATE LIMITED,"godown located next to Suresh Residency, in the lane opposite to Summer Green Resort, Tumkunta Village (en- route to Shamirpet), Medchal District, Telangana",29-07-2025,"18,70,000",IBBI
U45201TN2004PTC054417,Ganga Foundations Private Limited,"Lot-1 - M/s. GANGA FOUNDATIONS PRIVATE LIMITED Reg. off: No. 33, Paper Mills Road, Hemavathy Complex, II Floor, Perambur, Chennai – 600 011 LOT 2: Movable & Immovable Properties of Spectrum Mall situated at: Spectrum the Grand Venus Mall [60% share] 114A & 114B, paper Mills Road,Gopal Colony, Perambur, Chennai – 600 011. LOT 3: Pallikaranai Land situated at Plot No. 4, “Maranatha Street”, Beulah Nagar, Old survey No: 718, New Survey No: 718/4, Pallikaranai Village, Sholinganallur Taluk, Chennai – 600 100. LOT 4: Madhuravoyal Flats 8 Residential Flats @ “Aashika Apartments”, Mettukuppam Road, Seemathamman Colony, Comprised in Survey No: 261/2, 262/1B, 262/2A, 263/2A1, Maduravoyal, Chennai 600 095. LOT 5: Vacant Land at Market Street Situated at : Old Door No. 30, New Door No,. 30/1, Market Street, Perambur, Comprised in Survey Numbers: 29/1, 29/5 & 31/1, Ward No. 01, Block No. 06, Siruvallur Village, Perambur Taluk,Chennai-600 011",13-08-2025,"47,46,00,000",IBBI
